(8392,20,7.25),
(8316,20,6.25),
(8718,20,5.25),
(2717,20,1.5),
(2034,20,2.75),
(8462,20,6.75),
(6643,20,7.5),
(958,21,6.75),
(1477,21,5.25),
(6940,21,1.25),
(8793,21,2.0),
(8045,21,0.75),
(8514,21,7.0),
(7124,21,2.0),
(3435,22,4.25),
(3112,22,7.0),
(1705,22,2.5),
(5859,22,6.75),
(33,22,3.5),
(1933,22,6.5),
(7340,22,6.5),
(6018,23,3.5),
(1787,23,5.75),
(4382,23,5.0),
(4421,23,2.5),
(5073,23,4.5),
(6077,23,0.25),
(3588,23,6.75),
(1996,23,4.5),
(8289,23,5.5),
(8225,24,9.25),
(6545,24,1.75),
(1488,24,5.25),
(375,24,0.5),
(5682,24,7.25),
(6397,24,0.0),
(3237,24,8.5),
(1307,24,5.25),
(3640,25,4.75),
(8689,25,0.5),
(288,25,5.25),
(3294,25,7.0),
(2520,25,1.25),
(5670,25,1.5),
(219,26,9.5),
(6187,26,0.25),
(7276,26,0.5),
(218,26,4.0),
(4106,26,5.75),
(4266,26,5.0),
(5583,26,9.0),
(2502,26,6.25),
(4654,26,7.25),
(7765,27,5.75),
(2202,27,0.75),
(8139,27,2.25),
(7559,27,1.25),
(4506,27,4.0),
(6823,27,3.25),
(633,27,4.75),
(5135,28,6.5),
(4638,28,0.5),
(2825,28,4.5),
(6160,28,7.25),
(7618,28,2.5),
(8185,28,8.0),
(2836,29,5.25),
(7240,29,8.0),
(4625,29,4.75),
(5545,29,5.25),
(7050,29,1.25),
(4622,29,1.25),
(7223,30,0.5),
(6039,30,1.75),
(5203,30,3.25),
(953,30,9.75),
(2638,30,4.25),
(4282,30,2.25),
(4650,31,0.5),
(7225,31,6.75),
(236,31,4.25),
(5951,31,4.0),
(2640,31,4.75),
(5525,31,2.0),
(6271,31,6.25),
(5072,31,2.75),
(1365,31,9.75),
(5931,32,6.5),
(2986,32,8.75),
(1215,32,5.25),
(3158,32,2.0),
(7190,32,5.5),
(5903,33,7.25),
(8348,33,6.75),
(2430,33,1.0),
(2922,33,4.5),
(4209,33,7.0),
(372,33,1.0),
(8319,33,5.5),
(719,33,5.0),
(6352,34,9.25),
(7447,34,8.5),
(7639,34,3.5),
(5702,34,4.75),
(8795,34,7.0),
(6336,34,9.75),
(6291,34,3.0),
(5820,34,2.0),
(3347,34,9.0),
(8338,35,5.5),
(6203,35,6.5),
(2089,35,6.5),
(8681,35,7.5),
(7923,35,5.25),
(5850,35,5.75),
(7421,36,1.5),
(1143,36,7.75),
(6076,36,9.25),
(1781,36,9.0),
(1194,36,0.5),
(6384,36,6.75),
(918,36,4.5),
(5846,37,1.0),
(8378,37,9.0),
(8357,37,7.0),
(7255,37,0.5),
(4304,37,5.5),
(5659,37,6.0),
(3592,37,1.0),
(5855,37,0.5),
(6355,38,3.25),
(2561,38,7.0),
(3202,38,3.75),
(3089,38,5.0),
(7773,38,9.25),
(6108,38,5.25),
(7429,38,9.0),
(501,39,5.75),
(4365,39,1.25),
(8493,39,6.0),
(7069,39,6.5),
(7085,39,1.75),
(1340,39,9.0),
(7575,40,8.25),
(5062,40,0.75),
(2720,40,2.25),
(4756,40,1.75),
(5609,40,6.5),
(649,40,0.0),
(6838,40,4.75),
(1047,40,0.5),
(3565,40,9.75),
(4175,41,4.75),
(8034,41,0.0),
(7953,41,9.5),
(7730,41,2.75),
(3305,41,0.75),
(5964,41,9.75),
(8166,41,9.5),
(2773,42,8.25),
(3321,42,8.0),
(1209,42,9.5),
(547,42,2.0),
(1405,42,7.75),
(6125,42,9.0),
(2367,42,5.0),
(1970,42,5.5),
(3574,43,8.75),
(3610,43,7.5),
(3719,43,9.5),
(630,43,9.75),
(8459,43,6.5),
(5993,44,7.0),
(3683,44,8.0),
(2168,44,9.25),
(8474,44,5.75),
(8781,44,0.25),
(5787,44,1.75),
(6596,44,8.0),
(2344,44,4.75),
(8747,45,0.5),
(4613,45,4.0),
(2522,45,4.5),
(1259,45,1.5),
(2548,45,4.0),
(5931,45,8.75),
(2643,45,4.25),
(6826,45,0.25),
(5218,46,2.75),
(1100,46,5.0),
(493,46,7.75),
(3975,46,7.5),
(5208,46,1.0),
(3430,46,1.25),
(3997,47,2.0),
(3934,47,8.75),
(3501,47,5.25),
(5734,47,9.25),
(973,47,6.5),
(419,47,4.0),
(5442,47,9.5),
(156,47,1.75),
(1636,48,5.0),
(908,48,0.75),
(7573,48,6.5),
(6181,48,0.75),
(1969,48,4.0),
(574,48,6.5),
(3391,48,4.0),
(6915,48,7.5),
(8243,49,2.0),
(1514,49,0.25),
(122,49,5.5),
(5274,49,4.0),
(1700,49,2.25),
(8005,49,8.75),
(7589,49,4.0),
(8852,50,7.25),
(2434,50,1.25),
(3991,50,8.75),
(5647,50,2.0),
(6815,50,4.0),
(2206,50,3.75),
(6731,50,2.25),
(2901,50,4.75),
(5598,50,5.0),
(7170,51,5.0),
(5782,51,5.0),
(1714,51,8.0),
(4994,51,8.0),
(5262,51,6.0),
(7076,52,9.25),
(5645,52,7.0),
(6947,52,8.25),
(1703,52,0.75),
(8004,52,2.0),
(4529,52,2.5),
(7962,52,4.0),
(7799,52,4.75),
(7534,52,9.25),
(2023,53,2.25),
(8358,53,6.75),
(2109,53,5.75),
(5903,53,7.75),
(3949,53,7.0),
(1265,53,2.0),
(4902,54,3.0),
(1758,54,2.25),
(8324,54,1.75),
(5613,54,8.0),
(6556,54,9.75),
(7716,54,9.0),
(5703,54,4.25),
(6720,55,2.25),
(2547,55,1.75),
(6265,55,9.0),
(4001,55,6.75),
(8700,55,2.25),
(4696,55,3.25),
(7801,55,6.0),
(8591,56,4.75),
(3658,56,9.25),
(7633,56,0.5),
(5533,56,9.5),
(2148,56,3.75),
(1873,56,1.5),
(5967,56,3.5),
(4829,56,4.5),
(7859,57,6.0),
(7054,57,0.25),
(5281,57,4.75),
(7996,57,2.25),
(6020,57,1.25),
(8242,57,6.75),
(4366,57,8.75),
(4340,58,8.5),
(4814,58,8.75),
(3796,58,6.75),
(2137,58,8.0),
(4600,58,8.0),
(3216,59,2.0),
(4402,59,1.75),
(2801,59,8.75),
(1415,59,8.5),
(3133,59,4.25),
(2082,59,2.0),
(6852,59,6.5),
(1075,59,7.25),
(8726,59,3.5),
(4535,60,2.25),
(6210,60,5.25),
(7546,60,9.75),
(3456,60,5.5),
(3801,60,7.5),
(7403,60,8.75),
(5349,61,8.5),
(3025,61,4.75),
(2514,61,4.75),
(4489,61,3.25),
(1647,61,1.0),
(2797,61,4.0),
(62,61,8.0),
(5575,61,2.0),
(6422,61,5.5),
(4876,62,2.75),
(5945,62,8.75),
(2568,62,7.0),
(8895,62,3.0),
(8512,62,7.75),
(3988,62,9.75),
(6611,62,7.5),
(2135,62,0.75),
(5994,62,2.25),
(357,63,7.75),
(8224,63,0.75),
(7719,63,0.5),
(5909,63,7.5),
(45,63,7.5),
(3919,64,0.5),
(6398,64,4.25),
(2839,64,5.5),
(235,64,1.25),
(1505,64,9.25),
(5649,65,6.5),
(6429,65,9.75),
(2564,65,7.75),
(7666,65,0.5),
(244,65,1.0),
(6584,65,3.25),
(67,65,8.25),
(6687,66,7.5),
(7387,66,4.5),
(7602,66,9.0),
(5692,66,9.0),
(5813,66,3.75),
(7959,66,7.0),
(6456,66,2.75),
(4995,66,6.75),
(104,66,6.0),
(6093,67,9.5),
(5244,67,3.5),
(7043,67,5.5),
(2268,67,7.75),
(5907,67,3.0),
(4607,67,2.5),
(4512,67,9.25),
(7895,68,3.5),
(6571,68,3.5),
(8399,68,9.0),
(5139,68,4.75),
(6147,68,8.5),
(7028,69,6.75),
(8721,69,5.5),
(2311,69,5.0),
(6314,69,0.5),
(5394,69,7.0),
(5820,70,1.0),
(4990,70,8.25),
(6006,70,1.75),
(4423,70,8.0),
(1627,70,7.75),
(957,71,3.5),
(6385,71,9.25),
(3707,71,6.5),
(4152,71,1.0),
(3611,71,2.0),
(5323,71,2.0),
(6704,71,5.5),
(1894,71,5.5),
(5262,71,9.5),
(8210,72,3.25),
(4779,72,7.75),
(4774,72,9.75),
(3346,72,0.25),
(7743,72,3.5),
(1576,73,7.0),
(8165,73,2.75),
(4691,73,4.25),
(5523,73,3.25),
(689,73,3.75),
(4765,74,0.5),
(1969,74,8.25),
(735,74,8.75),
(3871,74,7.75),
(8815,74,6.25),
(5637,74,9.0),
(5227,74,4.5),
(7870,74,4.25),
(2070,75,1.0),
(7476,75,1.5),
(482,75,1.25),
(392,75,8.0),
(3949,75,7.75),
(4341,75,2.25),
(5607,75,5.75),
(3582,76,1.0),
(6961,76,4.5),
(2521,76,7.75),
(3771,76,2.75),
(6997,76,4.25),
(3238,77,2.5),
(6085,77,7.0),
(2854,77,7.25),
(3537,77,3.5),
(1767,77,1.0),
(2125,78,4.75),
(6532,78,8.25),
(4421,78,2.5),
(5802,78,4.25),
(1226,78,3.5),
(2025,78,8.0),
(775,78,2.5),
(3189,78,7.0),
(5712,78,6.25),
(6915,79,7.25),
(675,79,7.75),
(4578,79,8.5),
(3506,79,4.75),
(1389,79,6.0),
(6785,80,4.25),
(2713,80,5.5),
(361,80,8.25),
(2803,80,9.25),
(8327,80,5.0),
(5617,80,1.0),
(1944,80,7.5),
(8910,81,6.0),
(8118,81,3.0),
(1923,81,4.5),
(5939,81,6.25),
(2555,81,1.0),
(1378,81,1.75),
(2348,82,5.0),
(7194,82,3.75),
(1637,82,3.25),
(2811,82,7.5),
(5519,82,8.5),
(3611,82,9.25),
(2052,82,2.75),
(2130,83,2.0),
(6594,83,7.25),
(801,83,6.5),
(3182,83,0.25),
(5665,83,4.5),
(4443,83,3.5),
(6375,84,1.5),
(8073,84,8.75),
(6304,84,2.0),
(2313,84,4.25),
(6988,84,2.0),
(7002,84,0.5),
(4610,84,3.5),
(7600,84,1.75),
(1796,85,4.0),
(3409,85,8.75),
(5061,85,0.75),
(6234,85,2.0),
(61,85,5.25),
(7491,86,9.0),
(801,86,4.0),
(5764,86,6.0),
(3092,86,7.25),
(2799,86,0.75),
(486,86,7.5),
(1032,86,8.0),
(8438,86,9.75),
(4589,86,0.0),
(7186,87,6.5),
(1754,87,3.5),
(1956,87,5.5),
(5948,87,7.25),
(8379,87,2.75),
(824,87,3.0),
(6588,88,3.75),
(977,88,2.5),
(4307,88,3.25),
(4642,88,0.0),
(2973,88,0.25),
(1646,88,8.75),
(1934,88,2.5),
(3071,89,7.75),
(1414,89,8.5),
(6622,89,3.75),
(424,89,2.75),
(7588,89,8.0),
(4598,89,5.0),
(2867,89,4.0),
(5103,90,3.0),
(2543,90,8.5),
(5396,90,6.75),
(7750,90,6.0),
(2024,90,8.25),
(5615,91,6.25),
(1439,91,2.25),
(2874,91,3.0),
(4027,91,1.25),
(5,91,9.75),
(906,91,8.75),
(2977,91,9.25),
(7876,92,2.0),
(2121,92,2.25),
(8294,92,2.5),
(5194,92,1.25),
(8068,92,1.75),
(4804,92,7.25),
(8118,92,4.25),
(7578,93,8.75),
(7824,93,8.0),
(75,93,2.5),
(137,93,8.0),
(3381,93,1.75),
(6738,93,6.25),
(7994,93,8.5),
(4507,93,0.5),
(8602,93,1.25),
(5323,94,2.5),
(1265,94,7.5),
(502,94,4.75),
(3939,94,6.75),
(5860,94,4.25),
(4880,94,7.5),
(5728,94,9.0),
(1475,94,4.75),
(6595,95,9.25),
(321,95,6.25),
(2636,95,3.0),
(5051,95,2.0),
(8419,95,1.5),
(7886,95,7.25),
(6042,95,8.5),
(4296,95,0.75),
(3953,96,9.5),
(745,96,1.5),
(2533,96,2.75),
(1604,96,8.75),
(2611,96,8.25),
(496,97,8.5),
(654,97,0.75),
(335,97,8.75),
(4812,97,4.75),
(701,97,3.25),
(5310,97,4.25),
(8354,97,0.25),
(5334,97,6.0),
(2086,98,5.75),
(6030,98,7.0),
(119,98,8.75),
(4045,98,3.0),
(1881,98,8.5),
(7628,98,5.25),
(7627,98,7.75),
(1166,98,2.0),
(2851,98,2.75),
(7269,99,5.25),
(903,99,2.0),
(7595,99,6.25),
(8085,99,0.25),
(7180,99,7.0),
(6106,99,7.25),
(2915,99,4.25),
(1928,99,2.5),
(254,99,7.25),
(359,100,1.5),
(1183,100,6.25),
(7312,100,3.25),
(4723,100,1.25),
(22,100,3.25),
(4511,100,9.25),
(4420,100,2.5),
(3695,100,7.75),
(2708,101,0.75),
(1504,101,9.75),
(783,101,9.75),
(901,101,5.25),
(717,101,9.5),
(5114,101,5.25),
(7240,101,6.0),
(4271,101,2.75),
(3486,101,6.0),
(8975,102,6.5),
(3788,102,9.5),
(163,102,2.75),
(8336,102,6.25),
(4401,102,0.75),
(6045,102,9.5),
(6432,102,1.25),
(2166,103,9.75),
(7268,103,3.5),
(7289,103,2.5),
(203,103,4.25),
(8264,103,5.25),
(7926,103,8.5),
(2681,103,3.75),
(7361,103,8.0),
(1318,104,8.0),
(2321,104,5.5),
(3033,104,6.0),
(1915,104,3.75),
(2884,104,6.25),
(7479,104,9.0),
(934,105,8.0),
(6193,105,5.0),
(7481,105,1.5),
(7484,105,6.0),
(2384,105,3.75),
(1564,105,5.25),
(567,105,6.75),
(3221,106,6.25),
(8730,106,7.5),
(6645,106,3.5),
(1607,106,1.5),
(5511,106,4.5),
(1128,106,4.25),
(7294,106,0.25),
(4561,106,6.25),
(7367,107,6.25),
(5746,107,1.25),
(7274,107,7.75),
(2981,107,7.25),
(5647,107,5.0),
(839,107,1.25),
(8741,107,7.0),
(8391,107,3.75),
(1520,108,0.75),
(501,108,6.0),
(5952,108,4.5),
(7160,108,5.25),
(7161,108,7.25),
(5313,109,6.5),
(3758,109,3.0),
(1593,109,1.75),
(1564,109,7.0),
(1558,109,0.5),
(4393,109,9.5),
(1156,109,9.25),
(1804,109,6.5),
(3686,110,3.0),
(6760,110,4.25),
(3957,110,7.0),
(2366,110,9.5),
(1297,110,9.75),
(4451,111,1.5),
(2098,111,6.25),
(4804,111,3.25),
(1987,111,8.5),
(8191,111,6.5),
(2778,111,8.0),
(6527,111,8.0),
(1997,111,2.5),
(3515,112,3.75),
(4171,112,7.0),
(4429,112,1.25),
(4692,112,9.0),
(4612,112,3.25),
(8269,112,1.75),
(4597,112,2.5),
(8814,112,7.0),
(2214,112,6.25),
(1473,113,1.25),
(5328,113,8.25),
(5753,113,0.5),
(7244,113,4.25),
(583,113,1.75),
(2966,113,2.5),
(8794,113,4.75),
(5988,113,8.5),
(8306,113,4.75),
(8470,114,0.25),
(4574,114,5.0),
(5840,114,0.25),
(1267,114,8.5),
(1911,114,9.75),
(6822,115,0.5),
(6838,115,7.75),
(2221,115,0.5),
(3712,115,1.75),
(8743,115,9.5),
(3389,116,6.0),
(5629,116,7.5),
(443,116,9.25),
(6678,116,0.25),
(1111,116,3.75),
(8788,116,1.75),
(514,116,3.5),
(657,116,9.0),
(391,116,4.25),
(4414,117,5.5),
(6199,117,1.25),
(3250,117,4.0),
(1395,117,0.25),
(8703,117,1.75),
(4217,117,0.75),
(3041,117,3.25),
(7415,117,2.5),
(2106,117,9.0),
(1525,118,6.0),
(7628,118,4.5),
(3072,118,7.75),
(6701,118,2.75),
(8880,118,7.5),
(6203,118,2.0),
(3729,119,5.5),
(5954,119,2.0),
(3056,119,3.5),
(1638,119,4.5),
(3019,119,4.5),
(5570,120,9.5),
(8077,120,8.75),
(4329,120,3.5),
(5117,120,2.5),
(1745,120,1.0),
(1605,120,8.5),
(3058,120,9.0),
(3092,120,8.25),
(6715,120,2.0),
(8779,121,0.75),
(2403,121,5.25),
(2234,121,3.25),
(4756,121,3.25),
(1797,121,8.25),
(236,121,7.75),
(8474,121,0.5),
(27,121,4.25),
(8763,122,1.5),
(225,122,9.75),
(5054,122,5.75),
(6699,122,8.25),
(2157,122,2.25),
(13,122,9.25),
(8605,122,5.5),
(8290,123,4.75),
(824,123,1.5),
(2087,123,4.75),
(7404,123,0.0),
(5620,123,5.0),
(4400,123,8.75),
(4350,124,5.25),
(5175,124,4.25),
(4301,124,8.0),
(21,124,9.75),
(7673,124,5.75),
(3286,124,4.5),
(4062,125,5.75),
(6047,125,4.5),
(4964,125,2.75),
(4612,125,4.25),
(932,125,3.0),
(4469,125,6.5),
(1790,126,1.5),
(2057,126,8.5),
(7846,126,0.25),
(6334,126,3.0),
(8747,126,7.5),
(8548,126,7.25),
(2255,126,3.75),
(5283,126,5.5),
(2367,126,8.25),
(8584,127,7.25),
(7925,127,3.0),
(8673,127,3.0),
(4449,127,7.75),
(5054,127,1.0),
(3076,127,3.0),
(8966,127,3.75),
(2584,127,6.75),
(3023,127,0.0),
(4032,128,9.0),
(2700,128,7.0),
(6098,128,1.5),
(4021,128,9.75),
(1698,128,3.25),
(2659,128,0.75),
(2202,128,4.0),
(6975,128,0.25),
(6998,128,1.25),
(1282,129,5.25),
(3358,129,0.0),
(6561,129,9.5),
(2523,129,0.5),
(8362,129,5.5),
(5076,129,8.75),
(639,129,9.25),
(2132,129,3.75),
(7665,130,6.75),
(8853,130,6.75),
(838,130,6.0),
(3017,130,7.75),
(3050,130,7.25),
(3626,131,8.0),
(5042,131,5.0),
(4127,131,6.5),
(5219,131,8.5),
(1006,131,8.5),
(5635,131,6.25),
(8887,131,9.0),
(5899,132,3.25),
(7885,132,8.25),
(6134,132,7.25),
(4464,132,7.75),
(8547,132,9.25),
(677,132,7.0),
(3569,132,2.0),
(3916,132,1.5),
(6954,133,9.0),
(8518,133,9.0),
(5219,133,2.75),
(8928,133,9.0),
(6747,133,6.0),
(1327,133,1.5),
(6434,133,9.25),
(4385,133,1.5),
(845,134,2.5),
(7176,134,7.25),
(4135,134,2.0),
(1605,134,4.25),
(7865,134,6.75),
(2112,134,0.5),
(17,134,0.5),
(7730,135,6.75),
(104,135,3.0),
(8000,135,6.25),
(2977,135,9.25),
(5440,135,4.0),
(2595,136,0.0),
(8868,136,6.5),
(5807,136,8.5),
(1037,136,4.25),
(5612,136,4.75),
(6667,136,4.5),
(6993,136,1.75),
(5555,137,6.25),
(6937,137,3.75),
(414,137,2.5),
(6556,137,5.5),
(7256,137,3.75),
(7225,137,5.25),
(922,137,4.5),
(4429,137,3.0),
(2469,137,3.0),
(6618,138,7.0),
(8377,138,3.75),
(5438,138,7.5),
(3055,138,3.5),
(4812,138,5.0),
(4291,138,3.25),
(1400,138,7.5),
(3056,138,3.0),
(2008,139,6.5),
(4006,139,3.75),
(6240,139,3.5),
(351,139,0.75),
(3919,139,1.5),
(5412,139,8.0),
(5240,139,6.25),
(2543,139,5.75),
(3932,139,0.25),
(554,140,1.75),
(6980,140,1.75),
(1759,140,9.5),
(211,140,3.0),
(75,140,0.0),
(5316,140,8.5),
(3823,140,4.75),
(5649,140,0.75),
(4998,141,1.75),
(8454,141,7.75),
(1460,141,4.0),
(8702,141,7.0),
(1176,141,8.5),
(7082,141,3.5),
(4276,141,0.5),
(1823,141,2.25),
(213,142,9.0),
(8632,142,7.25),
(4103,142,2.25),
(5757,142,2.25),
(4764,142,5.75),
(6979,142,1.0),
(1021,142,7.0),
(6605,142,8.5),
(641,142,3.5),
(6700,143,5.25),
(2867,143,5.25),
(5926,143,2.25),
(445,143,0.75),
(975,143,2.75),
(3049,143,6.5),
(575,143,6.25),
(8944,143,6.0),
(2474,144,3.75),
(8761,144,5.5),
(4505,144,5.0),
(5763,144,7.5),
(4546,144,9.25),
(7025,144,9.75),
(7875,144,1.5),
(3074,144,4.25),
(3347,144,9.75),
(216,145,4.0),
(2528,145,8.75),
(3835,145,7.25),
(1047,145,7.0),
(6540,145,3.0),
(2848,145,1.75),
(2551,146,4.75),
(3560,146,2.5),
(5873,146,2.5),
(3141,146,6.75),
(3806,146,2.75),
(3845,146,8.5),
(2530,147,3.25),
(1100,147,7.0),
(6142,147,1.75),
(8434,147,5.25),
(8436,147,5.75),
(8860,147,1.25),
(470,147,2.5),
(7794,147,6.0),
(73,147,8.0),
(3331,148,6.0),
(2275,148,2.5),
(316,148,9.5),
(4022,148,4.25),
(2975,148,2.75),
(596,148,0.5),
(6820,149,1.75),
(8826,149,2.75),
(1406,149,1.75),
(4979,149,3.25),
(6032,149,5.25),
(122,150,6.25),
(6471,150,8.5),
(5369,150,0.5),
(3212,150,6.75),
(2523,150,4.5),
(7674,151,8.25),
(7318,151,9.5),
(3421,151,8.0),
(5102,151,7.25),
(5432,151,2.75),
(5700,152,8.5),
(8708,152,8.5),
(1011,152,6.25),
(6482,152,3.5),
(5280,152,4.5),
(7647,152,2.25),
(4697,152,1.5),
(1667,153,3.25),
(3756,153,3.75),
(4103,153,5.75),
(158,153,3.25),
(4698,153,6.75),
(5208,154,8.25),
(6117,154,0.25),
(388,154,1.25),
(1298,154,1.25),
(8455,154,9.0),
(2142,155,3.75),
(5276,155,0.0),
(1097,155,4.0),
(3380,155,2.5),
(3558,155,8.0),
(8857,155,9.0),
(1293,155,0.0),
(5996,155,6.75),
(8890,155,3.0),
(5508,156,2.75),
(4705,156,6.25),
(5065,156,0.25),
(2325,156,1.75),
(2590,156,4.0),
(5378,156,0.5),
(188,156,2.25),
(1780,156,4.5),
(7653,156,2.25),
(8461,157,1.75),
(6319,157,6.25),
(6510,157,9.0),
(6378,157,8.0),
(8271,157,9.0),
(2854,158,3.5),
(2701,158,9.75),
(7325,158,6.25),
(8853,158,6.75),
(7810,158,8.25),
(1530,158,7.0),
(6519,159,6.0),
(3934,159,0.25),
(3596,159,4.0),
(6962,159,7.25),
(907,159,7.0),
(4406,160,8.0),
(4928,160,2.75),
(2240,160,6.75),
(6626,160,8.25),
(2585,160,1.0),
(2681,160,2.5),
(7254,160,1.5),
(72,161,8.5),
(8371,161,4.75),
(1181,161,7.25),
(8285,161,0.75),
(4193,161,0.25),
(266,161,5.25),
(7773,161,0.25),
(7192,161,6.75),
(2501,161,2.75),
(6874,162,2.0),
(2459,162,8.0),
(2728,162,6.25),
(5502,162,8.5),
(2533,162,9.75),
(4799,162,2.0),
(5190,163,9.25),
(7507,163,3.75),
(355,163,2.0),
(193,163,9.5),
(488,163,3.75),
(6308,163,3.25),
(6745,163,1.25),
(7329,163,5.75),
(4014,163,4.0),
(3215,164,9.5),
(6230,164,7.75),
(6504,164,0.0),
(7150,164,2.5),
(8287,164,0.0),
(5961,164,5.0),
(7915,165,8.25),
(1257,165,1.5),
(1824,165,0.5),
(742,165,9.75),
(8955,165,2.75),
(729,165,9.5),
(5401,165,1.5),
(7593,166,2.75),
(5544,166,2.0),
(4731,166,5.0),
(5523,166,8.0),
(5302,166,2.5),
(4766,166,1.0),
(7903,166,5.75),
(6765,167,3.25),
(2130,167,8.0),
(3631,167,9.25),
(8968,167,8.25),
(3790,167,8.25),
(7674,167,3.5),
(4276,167,7.0),
(1096,167,6.25),
(4157,168,7.5),
(1958,168,5.75),
(7033,168,9.5),
(3591,168,1.25),
(8069,168,0.5),
(1130,168,4.5),
(2305,168,3.5),
(7631,169,7.25),
(7552,169,1.75),
(4319,169,4.0),
(1315,169,3.5),
(6627,169,2.25),
(4817,169,9.5),
(4767,169,7.75),
(4066,169,5.25),
(122,169,0.5),
(7051,170,4.75),
(8265,170,6.25),
(326,170,8.0),
(7904,170,3.0),
(2526,170,3.0),
(8254,170,8.25),
(730,171,4.0),
(3455,171,2.0),
(3063,171,4.75),
(4020,171,4.25),
(666,171,6.75),
(743,172,4.5),
(8484,172,6.25),
(5726,172,2.25),
(2696,172,8.25),
(4853,172,0.5),
(8032,172,2.5),
(2867,173,4.5),
(8209,173,1.0),
(7040,173,6.25),
(2957,173,4.0),
(4490,173,6.5),
(342,173,4.25),
(1665,173,9.75),
(2028,173,0.0),
(1870,173,6.0),
(8330,174,2.0),
(3049,174,2.75),
(4073,174,3.0),
(6305,174,6.75),
(1675,174,5.0),
(3793,174,9.25),
(7603,174,6.5),
(4234,175,3.75),
(5249,175,8.0),
(8378,175,3.5),
(1207,175,2.5),
(7858,175,7.0),
(1130,176,4.25),
(7430,176,8.5),
(5378,176,9.0),
(3165,176,6.5),
(1309,176,2.0),
(2440,176,2.5),
(3104,176,1.5),
(3618,177,9.5),
(3748,177,5.5),
(5377,177,6.0),
(2136,177,7.75),
(2386,177,7.75),
(6633,177,1.25),
(5360,177,1.25),
(4602,178,3.75),
(3224,178,3.25),
(2493,178,5.75),
(3754,178,4.25),
(5116,178,0.5),
(1404,178,2.75),
(1967,179,1.5),
(5322,179,6.75),
(8695,179,4.75),
(6737,179,8.75),
(56,179,0.75),
(6302,179,5.0),
(6952,180,1.25),
(6231,180,7.5),
(1440,180,7.5),
(585,180,0.25),
(1650,180,1.0),
(2082,181,0.25),
(1412,181,1.75),
(6403,181,4.5),
(2943,181,2.0),
(7900,181,3.5),
(4897,181,5.25),
(2774,181,5.25),
(5575,181,7.25),
(4737,182,0.25),
(3651,182,8.25),
(1390,182,9.75),
(5399,182,8.75),
(746,182,1.5),
(8653,182,3.75),
(5327,182,1.75),
